input,relations,prefix,gold_relations
"Few in China have openly criticized passage of the antisecession law , which Beijing leaders argue is needed to stop Taiwan 's drift toward independence .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_CAPITAL', 'Beijing']]"
"Few in China have openly criticized passage of the antisecession law , which Beijing leaders argue is needed to stop Taiwan 's drift toward independence .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_CAPITAL', 'Beijing']]"
"Few in China have openly criticized passage of the antisecession law , which Beijing leaders argue is needed to stop Taiwan 's drift toward independence .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_CAPITAL', 'Beijing']]"
"Few in China have openly criticized passage of the antisecession law , which Beijing leaders argue is needed to stop Taiwan 's drift toward independence .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_CAPITAL', 'Beijing']]"
"Few in China have openly criticized passage of the antisecession law , which Beijing leaders argue is needed to stop Taiwan 's drift toward independence .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_CAPITAL', 'Beijing']]"
"And Torrey Pines , a municipal course in San Diego that has been the site of a PGA Tour tournament since 1968 , brought in Mr. Jones to redesign the course in 2001 .","[['San Diego', 'LOC_CONTAINS', 'Torrey Pines']]",NYT,"[['San Diego', 'LOC_CONTAINS', 'Torrey Pines'], ['Torrey Pines', 'LOC_NEIGHBORHOOD', 'San Diego']]"
"And Torrey Pines , a municipal course in San Diego that has been the site of a PGA Tour tournament since 1968 , brought in Mr. Jones to redesign the course in 2001 .","[['San Diego', 'LOC_CONTAINS', 'Torrey Pines']]",NYT,"[['San Diego', 'LOC_CONTAINS', 'Torrey Pines'], ['Torrey Pines', 'LOC_NEIGHBORHOOD', 'San Diego']]"
"Paul Scheiber , a lawyer from Philadelphia , and his wife bought two apartments in Jerusalem , one in the northern neighborhood of French Hill , the other in Baka .","[['Jerusalem', 'LOC_CONTAINS', 'Baka']]",NYT,"[['Jerusalem', 'LOC_CONTAINS', 'Baka']]"
"Sergei Komarovskyy , 19 , lay in a hospital bed in Peninsula Hospital Center in Far Rockaway , Queens , with a respirator attached to his throat .","[['Queens', 'LOC_CONTAINS', 'Far Rockaway']]",NYT,"[['Queens', 'LOC_CONTAINS', 'Far Rockaway'], ['Far Rockaway', 'LOC_NEIGHBORHOOD', 'Queens']]"
"Sergei Komarovskyy , 19 , lay in a hospital bed in Peninsula Hospital Center in Far Rockaway , Queens , with a respirator attached to his throat .","[['Queens', 'LOC_CONTAINS', 'Far Rockaway'], ['Far Rockaway', 'LOC_NEIGHBORHOOD', 'Queens']]",NYT,"[['Queens', 'LOC_CONTAINS', 'Far Rockaway'], ['Far Rockaway', 'LOC_NEIGHBORHOOD', 'Queens']]"
"Last year , Rain sold out arenas across Korea , China and Japan , playing to more than 40,000 in Beijing and 20,000 in the Budokan in Tokyo .","[['Japan', 'LOC_CONTAINS', 'Tokyo']]",NYT,"[['Tokyo', 'LOC_COUNTRY', 'Japan'], ['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Japan', 'LOC_ADMIN_DIVISIONS', 'Tokyo'], ['Beijing', 'LOC_COUNTRY', 'China'], ['Japan', 'LOC_CAPITAL', 'Tokyo']]"
"Last year , Rain sold out arenas across Korea , China and Japan , playing to more than 40,000 in Beijing and 20,000 in the Budokan in Tokyo .","[['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['Tokyo', 'LOC_COUNTRY', 'Japan'], ['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Japan', 'LOC_ADMIN_DIVISIONS', 'Tokyo'], ['Beijing', 'LOC_COUNTRY', 'China'], ['Japan', 'LOC_CAPITAL', 'Tokyo']]"
"Last year , Rain sold out arenas across Korea , China and Japan , playing to more than 40,000 in Beijing and 20,000 in the Budokan in Tokyo .","[['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['Tokyo', 'LOC_COUNTRY', 'Japan'], ['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Japan', 'LOC_ADMIN_DIVISIONS', 'Tokyo'], ['Beijing', 'LOC_COUNTRY', 'China'], ['Japan', 'LOC_CAPITAL', 'Tokyo']]"
"Last year , Rain sold out arenas across Korea , China and Japan , playing to more than 40,000 in Beijing and 20,000 in the Budokan in Tokyo .","[['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['Tokyo', 'LOC_COUNTRY', 'Japan'], ['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Japan', 'LOC_ADMIN_DIVISIONS', 'Tokyo'], ['Beijing', 'LOC_COUNTRY', 'China'], ['Japan', 'LOC_CAPITAL', 'Tokyo']]"
"Last year , Rain sold out arenas across Korea , China and Japan , playing to more than 40,000 in Beijing and 20,000 in the Budokan in Tokyo .","[['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['Tokyo', 'LOC_COUNTRY', 'Japan'], ['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Japan', 'LOC_ADMIN_DIVISIONS', 'Tokyo'], ['Beijing', 'LOC_COUNTRY', 'China'], ['Japan', 'LOC_CAPITAL', 'Tokyo']]"
"Last year , Rain sold out arenas across Korea , China and Japan , playing to more than 40,000 in Beijing and 20,000 in the Budokan in Tokyo .","[['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['Tokyo', 'LOC_COUNTRY', 'Japan'], ['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Japan', 'LOC_ADMIN_DIVISIONS', 'Tokyo'], ['Beijing', 'LOC_COUNTRY', 'China'], ['Japan', 'LOC_CAPITAL', 'Tokyo']]"
"Last year , Rain sold out arenas across Korea , China and Japan , playing to more than 40,000 in Beijing and 20,000 in the Budokan in Tokyo .","[['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['Tokyo', 'LOC_COUNTRY', 'Japan'], ['Japan', 'LOC_CONTAINS', 'Tokyo'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Japan', 'LOC_ADMIN_DIVISIONS', 'Tokyo'], ['Beijing', 'LOC_COUNTRY', 'China'], ['Japan', 'LOC_CAPITAL', 'Tokyo']]"
"New York 's bid has one more major hurdle to clear before the July 6 vote , approval of a stadium on Manhattan 's Far West Side as its Olympic centerpiece .","[['New York', 'LOC_CONTAINS', 'Manhattan']]",NYT,"[['New York', 'LOC_CONTAINS', 'Manhattan']]"
"Anil Ambani , 46 , will run Reliance Energy , a utilities company , and the financing company , Reliance Capital , both of them already managed by him , and the mobile telephone company , Reliance Infocomm , which had been run by his brother . ''","[['Anil Ambani', 'BUS_COMPANY', 'Reliance Energy']]",NYT,"[['Anil Ambani', 'BUS_COMPANY', 'Reliance Energy']]"
"Cristeta Comerford -- Ms. Comerford , a naturalized American originally from the Philippines , is the new White House executive chef .","[['Cristeta Comerford', 'PEO_PLACE_OF_BIRTH', 'Philippines']]",NYT,"[['Cristeta Comerford', 'PEO_PLACE_OF_BIRTH', 'Philippines']]"
"BUSINESS DAY , PAGE C1 Tough Tasks at P.G.A. Keeping the ball in the fairway and , when that fails , navigating the ankle-deep rough seem to be the keys for success at the 7,392-yard Lower Course at Baltusrol Golf Club in New Jersey , site of the 87th P.G.A. Championship .","[['New Jersey', 'LOC_CONTAINS', 'Baltusrol Golf Club']]",NYT,"[['New Jersey', 'LOC_CONTAINS', 'Baltusrol Golf Club']]"
"Wall Street Week '' had as its point of origin not the beating heart of American finance in Lower Manhattan but the leafy Baltimore suburb of Owings Mills , Md. .","[['Baltimore', 'LOC_CONTAINS', 'Owings Mills']]",NYT,"[['Baltimore', 'LOC_CONTAINS', 'Owings Mills']]"
"She went to law school , graduated and took the Illinois bar exam in Chicago , wearing a wig and disguise to avoid detection by the press .","[['Illinois', 'LOC_CONTAINS', 'Chicago']]",NYT,"[['Illinois', 'LOC_CONTAINS', 'Chicago']]"
"Earlier this year , after a lengthy legal dispute , the Belvedere Gallery in Vienna returned them to Maria Altmann , a 90-year-old Los Angeles resident whose family in Austria had lost them when they fled the Nazi takeover there . ''","[['Vienna', 'LOC_COUNTRY', 'Austria']]",NYT,"[['Austria', 'LOC_CAPITAL', 'Vienna'], ['Vienna', 'LOC_COUNTRY', 'Austria'], ['Maria Altmann', 'PEO_PLACE_LIVED', 'Vienna'], ['Austria', 'LOC_ADMIN_DIVISIONS', 'Vienna'], ['Austria', 'LOC_CONTAINS', 'Vienna']]"
"Earlier this year , after a lengthy legal dispute , the Belvedere Gallery in Vienna returned them to Maria Altmann , a 90-year-old Los Angeles resident whose family in Austria had lost them when they fled the Nazi takeover there . ''","[['Vienna', 'LOC_COUNTRY', 'Austria']]",NYT,"[['Austria', 'LOC_CAPITAL', 'Vienna'], ['Vienna', 'LOC_COUNTRY', 'Austria'], ['Maria Altmann', 'PEO_PLACE_LIVED', 'Vienna'], ['Austria', 'LOC_ADMIN_DIVISIONS', 'Vienna'], ['Austria', 'LOC_CONTAINS', 'Vienna']]"
"Earlier this year , after a lengthy legal dispute , the Belvedere Gallery in Vienna returned them to Maria Altmann , a 90-year-old Los Angeles resident whose family in Austria had lost them when they fled the Nazi takeover there . ''","[['Vienna', 'LOC_COUNTRY', 'Austria']]",NYT,"[['Austria', 'LOC_CAPITAL', 'Vienna'], ['Vienna', 'LOC_COUNTRY', 'Austria'], ['Maria Altmann', 'PEO_PLACE_LIVED', 'Vienna'], ['Austria', 'LOC_ADMIN_DIVISIONS', 'Vienna'], ['Austria', 'LOC_CONTAINS', 'Vienna']]"
"Earlier this year , after a lengthy legal dispute , the Belvedere Gallery in Vienna returned them to Maria Altmann , a 90-year-old Los Angeles resident whose family in Austria had lost them when they fled the Nazi takeover there . ''","[['Vienna', 'LOC_COUNTRY', 'Austria']]",NYT,"[['Austria', 'LOC_CAPITAL', 'Vienna'], ['Vienna', 'LOC_COUNTRY', 'Austria'], ['Maria Altmann', 'PEO_PLACE_LIVED', 'Vienna'], ['Austria', 'LOC_ADMIN_DIVISIONS', 'Vienna'], ['Austria', 'LOC_CONTAINS', 'Vienna']]"
"A8 Leaders United Against Taiwan The leaders of China 's Communist Party and of Taiwan 's opposition Nationalist Party , the two sides that fought China 's civil war , formally ended six decades of hostility with a nationally televised handshake and pledged to work together to undermine Taiwan 's independence movement .","[['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"A8 Leaders United Against Taiwan The leaders of China 's Communist Party and of Taiwan 's opposition Nationalist Party , the two sides that fought China 's civil war , formally ended six decades of hostility with a nationally televised handshake and pledged to work together to undermine Taiwan 's independence movement .","[['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"A8 Leaders United Against Taiwan The leaders of China 's Communist Party and of Taiwan 's opposition Nationalist Party , the two sides that fought China 's civil war , formally ended six decades of hostility with a nationally televised handshake and pledged to work together to undermine Taiwan 's independence movement .","[['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"A8 Leaders United Against Taiwan The leaders of China 's Communist Party and of Taiwan 's opposition Nationalist Party , the two sides that fought China 's civil war , formally ended six decades of hostility with a nationally televised handshake and pledged to work together to undermine Taiwan 's independence movement .","[['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"A8 Leaders United Against Taiwan The leaders of China 's Communist Party and of Taiwan 's opposition Nationalist Party , the two sides that fought China 's civil war , formally ended six decades of hostility with a nationally televised handshake and pledged to work together to undermine Taiwan 's independence movement .","[['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"A8 Leaders United Against Taiwan The leaders of China 's Communist Party and of Taiwan 's opposition Nationalist Party , the two sides that fought China 's civil war , formally ended six decades of hostility with a nationally televised handshake and pledged to work together to undermine Taiwan 's independence movement .","[['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"A8 Leaders United Against Taiwan The leaders of China 's Communist Party and of Taiwan 's opposition Nationalist Party , the two sides that fought China 's civil war , formally ended six decades of hostility with a nationally televised handshake and pledged to work together to undermine Taiwan 's independence movement .","[['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"A8 Leaders United Against Taiwan The leaders of China 's Communist Party and of Taiwan 's opposition Nationalist Party , the two sides that fought China 's civil war , formally ended six decades of hostility with a nationally televised handshake and pledged to work together to undermine Taiwan 's independence movement .","[['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"But after many delays and pleas to top leaders in Havana , Cuban authorities relented and allowed the troupe to leave Cuba for a series of shows last summer and fall at the Stardust Resort and Casino here .","[['Cuba', 'LOC_CAPITAL', 'Havana']]",NYT,"[['Cuba', 'LOC_CAPITAL', 'Havana'], ['Cuba', 'LOC_ADMIN_DIVISIONS', 'Havana'], ['Havana', 'LOC_COUNTRY', 'Cuba'], ['Cuba', 'LOC_CONTAINS', 'Havana']]"
"But after many delays and pleas to top leaders in Havana , Cuban authorities relented and allowed the troupe to leave Cuba for a series of shows last summer and fall at the Stardust Resort and Casino here .","[['Cuba', 'LOC_CAPITAL', 'Havana'], ['Cuba', 'LOC_ADMIN_DIVISIONS', 'Havana']]",NYT,"[['Cuba', 'LOC_CAPITAL', 'Havana'], ['Cuba', 'LOC_ADMIN_DIVISIONS', 'Havana'], ['Havana', 'LOC_COUNTRY', 'Cuba'], ['Cuba', 'LOC_CONTAINS', 'Havana']]"
"But after many delays and pleas to top leaders in Havana , Cuban authorities relented and allowed the troupe to leave Cuba for a series of shows last summer and fall at the Stardust Resort and Casino here .","[['Cuba', 'LOC_CAPITAL', 'Havana'], ['Cuba', 'LOC_ADMIN_DIVISIONS', 'Havana'], ['Havana', 'LOC_COUNTRY', 'Cuba']]",NYT,"[['Cuba', 'LOC_CAPITAL', 'Havana'], ['Cuba', 'LOC_ADMIN_DIVISIONS', 'Havana'], ['Havana', 'LOC_COUNTRY', 'Cuba'], ['Cuba', 'LOC_CONTAINS', 'Havana']]"
"But after many delays and pleas to top leaders in Havana , Cuban authorities relented and allowed the troupe to leave Cuba for a series of shows last summer and fall at the Stardust Resort and Casino here .","[['Cuba', 'LOC_CAPITAL', 'Havana'], ['Cuba', 'LOC_ADMIN_DIVISIONS', 'Havana'], ['Havana', 'LOC_COUNTRY', 'Cuba'], ['Cuba', 'LOC_CONTAINS', 'Havana']]",NYT,"[['Cuba', 'LOC_CAPITAL', 'Havana'], ['Cuba', 'LOC_ADMIN_DIVISIONS', 'Havana'], ['Havana', 'LOC_COUNTRY', 'Cuba'], ['Cuba', 'LOC_CONTAINS', 'Havana']]"
