input,explanations,gold_relations
"TEXT: On the eve of Clinton 's visit Madeleine Albright , U.S. representative to the United Nations , and John Shalikashvili , chairman of the Joint Chiefs of Staff , are going to see the East Europeans in order to prepare them properly to take on board the U.S. plan .",Explanation: John Shalikashvili is the Chairman of the Joint Chiefs of Staff.</s>,"[['John Shalikashvili', 'Work_For', 'Joint Chiefs of Staff']]"
TEXT: Bangkok THE NATION,Explanation: THE NATION is an organization based in Bangkok.</s>,"[['THE NATION', 'OrgBased_In', 'Bangkok']]"
"TEXT: The Warren Commission 's central conclusion , that Mr Kennedy was killed by Lee Harvey Oswald acting alone , has been backed up by most serious inquiries since then , with the exception of a 1979 House of Representatives select committee chaired by Mr Louis Stokes , an Ohio Democrat , which found that a second gunman probably fired at Mr Kennedy and missed .",Explanation: Lee Harvey Oswald was the lone gunman who killed Mr Kennedy.</s>,"[['Lee Harvey Oswald', 'Kill', 'Mr Kennedy']]"
"TEXT: Ciacelli 's latest headway has been with the Dallas County Historical Association , which he has spoken to about taking over a floor of the Book Depository , from where Lee Harvey Oswald supposedly shot Kennedy .",Explanation: Lee Harvey Oswald was the one who supposedly shot Kennedy.</s>,"[['Lee Harvey Oswald', 'Kill', 'Kennedy']]"
TEXT: Officials in Perugia in Umbria province said five people were arrested there Tuesday night after police stopped their car and found $1 million in bogus bills in the trunk .,Explanation: Perugia is a place located in Umbria province.</s>,"[['Perugia', 'Located_In', 'Umbria']]"
"TEXT: But Bowier said it was not surprising because of ` ` extremely cordial relations ' ' that existed between the newspaper and former President William Tolbert , assassinated in an April 1980 coup led by Gen. Samuel K. Doe .",Explanation: Gen. Samuel K. Doe assassinated President William Tolbert in an April 1980 coup.</s>,"[['Gen. Samuel K. Doe', 'Kill', 'President William Tolbert']]"
"TEXT: A 1 , 500-pound copy of the Goddess of Democracy was toppled from its Chinatown perch , but an artist said the statue erected to protest the bloody Beijing crackdown will be quickly rebuilt.",Explanation: The Goddess of Democracy was located in Chinatown.</s>,"[['Goddess of Democracy', 'Located_In', 'Chinatown']]"
"TEXT: Pereira 's father , rancher Darly Alves da Silva , was convicted of planning the shotgun slaying of Mendes , an internationally known crusader for the preservation of the Amazon forest from destruction by ranchers and loggers .",Explanation: Darly Alves da Silva was convicted of planning the shotgun slaying of Mendes.</s>,"[['Darly Alves da Silva', 'Kill', 'Mendes']]"
"TEXT: Although Sirhan shot Kennedy in full view of numerous spectators , controversy arose later about how many shots were fired and whether a second gunman was involved .",Explanation: Sirhan shot Kennedy in full view of numerous spectators.</s>,"[['Sirhan', 'Kill', 'Kennedy']]"
"TEXT: The mounting debt exasperated U.N. Secretary-General Javier Perez de Cuellar as the world body embarked on new , costly peacekeeping ventures .",Explanation: Javier Perez de Cuellar is the Secretary-General of the United Nations (U.N.).</s>,"[['Javier Perez de Cuellar', 'Work_For', 'U.N.']]"
"TEXT: Very strong south winds accompanied the storm system , with 50-to 70-mph wind gusts reported near Grande Isle and St. Albans , Vt. , blowing down a large radio tower and causing several power outages .",Explanation: Grande Isle and St. Albans are places located in Vt. where very strong south winds accompanied the storm system with 50-to 70-mph wind gusts.</s>,"[['Grande Isle', 'Located_In', 'Vt.'], ['St. Albans', 'Located_In', 'Vt.']]"
"TEXT: The Congress , as an institution and as one of the three state branches , is willing to respect and always obey the legal opinions handed down by any court that has jurisdiction. ( Unidentified reporter ) What is your opinion about the paid advertisement by Alvaro Arzu , one of the secretaries of the National Vanguard Party ( PAN ) , who points out that the corruption in Congress and... ( Second unidentified reporter , interrupting ) Saying it is responsible for the whole crisis... ( Villar Anleu , interrupting ) I say what I have always said : We respect the opinion of any Guatemalan citizen .",Explanation: Alvaro Arzu is one of the secretaries of the National Vanguard Party (PAN).</s>,"[['Alvaro Arzu', 'Work_For', 'National Vanguard Party']]"
"TEXT: ( Excerpts ) In Djibouti , a demonstration in the Afar district of Arhiba was violently repressed by the police this morning. ( passage omitted ) Djama Elabe , the chairman of the Party for Democratic Renewal , is outraged at what happened .","Explanation: Afar district is located in Djibouti and Arhiba, Djibouti. Djama Elabe is the chairman of the Party for Democratic Renewal.</s>","[['Afar district', 'Located_In', 'Djibouti'], ['Afar district', 'Located_In', 'Arhiba'], ['Arhiba', 'Located_In', 'Djibouti'], ['Djama Elabe', 'Work_For', 'Party for Democratic Renewal']]"
"TEXT: Mount Blanc , Western Europe 's highest peak , is 10.6 feet shorter than reported on world maps , the Italian army 's Geographic Institute reported Thursday .",Explanation: Mount Blanc is located in Western Europe.</s>,"[['Mount Blanc', 'Located_In', 'Western Europe']]"
"TEXT: Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .","Explanation: Ralph K. Winter works for the 2nd U.S. Circuit Court of Appeals based in New York City, and Kenneth Starr works for the U.S. Circuit Court of Appeals based in District of Columbia.</s>","[['Ralph K. Winter', 'Work_For', '2nd U.S. Circuit Court of Appeals'], ['2nd U.S. Circuit Court of Appeals', 'OrgBased_In', 'New York City'], ['Kenneth Starr', 'Work_For', 'U.S. Circuit Court of Appeals'], ['U.S. Circuit Court of Appeals', 'OrgBased_In', 'District of Columbia']]"
"TEXT: Diplomatic Correspondents Igor Porshnev , Vitaly Trubetskoi and others ) ( Text ) Russia "" resolutely condemns the senseless subversive activity of those , who seek to cast shadow on the elections to the first non-racial parliament in South Africa , "" said the Foreign Ministry spokesman , Grigory Karasin , at Thursday 's ( 28 April ) briefing in Moscow .",Explanation: Grigory Karasin works for the Foreign Ministry.</s>,"[['Grigory Karasin', 'Work_For', 'Foreign Ministry']]"
"TEXT: While guiding farmers to work outside Anhui in a planned way , this east China province has set up more than 3 , 000 small towns specially for farmers .",Explanation: Anhui is a province located in East China.</s>,"[['Anhui', 'Located_In', 'China']]"
TEXT: LD1005194694 Berlin N-TV in German 1900 GMT 10 May 94,Explanation: N-TV is an organization based in Berlin.</s>,"[['N-TV', 'OrgBased_In', 'Berlin']]"
TEXT: Coastal Southern California as well as the eastern half of the Gulf Coast region across northwest Florida to the southern Atlantic Coast will have highs in the 60s .,"Explanation: The eastern half of the Gulf Coast region includes Florida, so we can see that Florida is located in the Gulf Coast.</s>","[['Florida', 'Located_In', 'Gulf Coast']]"
"TEXT: ` ` Weather like this is awful for restaurants , ' ' said Lou Ray , owner of the Smokehouse cafe in Fontana .","Explanation: Lou Ray is the owner of the Smokehouse cafe in Fontana, so it can be inferred that he lives in Fontana.</s>","[['Lou Ray', 'Live_In', 'Fontana']]"
TEXT: NC2005205494 Athens I KATHIMERINI in Greek 20 May 94 p 5,Explanation: I KATHIMERINI is an organization based in Athens.</s>,"[['I KATHIMERINI', 'OrgBased_In', 'Athens']]"
"TEXT: In 1879 , humorist Will Rogers was born in Oologah , Okla .","Explanation: Will Rogers was born in Oologah, Okla. and therefore lived in Oologah, Okla.</s>","[['Will Rogers', 'Live_In', 'Oologah , Okla']]"
"TEXT: FRESNO , Calif.",Explanation: FRESNO is a place located in Calif..</s>,"[['FRESNO', 'Located_In', 'Calif.']]"
"TEXT: Healy president George Malina said he did nt know how any criminal wrongdoing could be found in the accident , which developed out of unanticipated conditions , not out of any willful acts.","Explanation: George Malina is the president of Healy, thus he works for the organization.</s>","[['George Malina', 'Work_For', 'Healy']]"
TEXT: Athens I KATHIMERINI,Explanation: I KATHIMERINI is an organization based in Athens.</s>,"[['I KATHIMERINI', 'OrgBased_In', 'Athens']]"
"TEXT: The names were picked by actress Cybill Shepherd , a Memphis native and mother of twins herself , from more than 2 , 300 suggestions entered in a contest .",Explanation: Cybill Shepherd is a native of Memphis and therefore lives in Memphis.</s>,"[['Cybill Shepherd', 'Live_In', 'Memphis']]"
"TEXT: Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",Explanation: Perez de Cuellar works for the U.N. and the United Nations.</s>,"[['Perez de Cuellar', 'Work_For', 'U.N.'], ['Perez de Cuellar', 'Work_For', 'United Nations']]"
"TEXT: In 1963 , he was riding in the motorcade with President Kennedy when Kennedy was fatally shot by Lee Harvey Oswald in Dallas. ;",Explanation: Lee Harvey Oswald was the gunman who fatally shot President Kennedy in Dallas in 1963.</s>,"[['Lee Harvey Oswald', 'Kill', 'Kennedy']]"
TEXT: Farley attorney Stephen Greiner contended during Wednesday 's 90-minute hearing that the pill ` ` is a device by which the board of directors of West Point says nobody can buy more than 10 percent. ' ',Explanation: Stephen Greiner is an attorney that works for Farley.</s>,"[['Stephen Greiner', 'Work_For', 'Farley']]"
"TEXT: ( Excerpts ) Knin , 12 Feb ( TANJUG ) -- The constitutive session of the new ( Serb ) Krajina parliament has ended with the election of a speaker and two deputy speakers of the assembly , and with the formal swearing into office of Milan Martic as president ( of the RSK ( republic of Serbian Krajina ) ) .","Explanation: TANJUG is an organization based in Knin. Milan Martic was elected president of the RSK (republic of Serbian Krajina) and therefore lives in Krajina, RSK and the republic of Serbian Krajina.</s>","[['TANJUG', 'OrgBased_In', 'Knin'], ['Milan Martic', 'Live_In', 'Krajina'], ['Milan Martic', 'Live_In', 'RSK'], ['Milan Martic', 'Live_In', 'republic of Serbian Krajina']]"
TEXT: The movie theater where Lee Harvey Oswald was captured following the assassination of President John F. Kennedy has been saved from demolition .,Explanation: Lee Harvey Oswald was the one responsible for the assassination of President John F. Kennedy.</s>,"[['Lee Harvey Oswald', 'Kill', 'President John F. Kennedy']]"
"TEXT: ( Text ) Bratislava June 22 ( CTK ) -- Slovakia plans its 1995 budget to have a deficit of 12 billion Slovak crowns , making up three percent of GDP , Finance Rudolf Filkus said after a cabinet session last night .",Explanation: Rudolf Filkus is the Finance of Slovakia and therefore he lives in Slovakia.</s>,"[['Rudolf Filkus', 'Live_In', 'Slovakia']]"
"TEXT: Warner , 70 , who owned the failed Home State Savings Bank of Cincinnati , had filed in October 1987 a petition for protection from his creditors under Chapter 11 of the Federal Bankruptcy Act.","Explanation: Warner owned the failed Home State Savings Bank of Cincinnati, so he worked for it.</s>","[['Warner', 'Work_For', 'Home State Savings Bank of Cincinnati']]"
TEXT: 944E0738B Moscow PRAVDA in Russia 21 Apr 94 p 2,Explanation: City of Moscow is located in Russia and PRAVDA is an organization based in Moscow and Russia.</s>,"[['Moscow', 'Located_In', 'Russia'], ['PRAVDA', 'OrgBased_In', 'Moscow'], ['PRAVDA', 'OrgBased_In', 'Russia']]"
"TEXT: HIGH ISLAND , Texas ( AP )",Explanation: HIGH ISLAND is a place located in Texas.</s>,"[['HIGH ISLAND', 'Located_In', 'Texas']]"
"TEXT: One of China 's major agricultural producers , Anhui has about 50 million farmers .","Explanation: Anhui is a major agricultural producer in China, so it can be assumed that it is located in China.</s>","[['Anhui', 'Located_In', 'China']]"
"TEXT: DES MOINES , Iowa ( AP )",Explanation: DES MOINES is a place located in Iowa.</s>,"[['DES MOINES', 'Located_In', 'Iowa']]"
"TEXT: The winds also overturned trucks on Interstates 10 and 15 , which remained open with traffic moving about 5 mph , said California Highway Patrol Officer James O 'Brien .",Explanation: James O'Brien is an officer of the California Highway Patrol.</s>,"[[""James O 'Brien"", 'Work_For', 'California Highway Patrol']]"
TEXT: Sarajevo Radio Bosnia-Herzegovina Network,Explanation: Radio Bosnia-Herzegovina Network is an organization based in Sarajevo.</s>,"[['Radio Bosnia-Herzegovina Network', 'OrgBased_In', 'Sarajevo']]"
"TEXT: ` ` Our intent is to ensure that customers have the greatest degree of control possible over the types of information that they and their children can access , ' ' said Department of Public Utilities Chairman Bernice K. McIntyre.",Explanation: Bernice K. McIntyre is the Chairman of the Department of Public Utilities.</s>,"[['Bernice K. McIntyre.', 'Work_For', 'Department of Public Utilities']]"
TEXT: VATICAN CITY ( AP ),Explanation: AP is an organization based in VATICAN CITY.</s>,"[['AP', 'OrgBased_In', 'VATICAN CITY']]"
